ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Scores
49,Montreal,Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,2nd Round,3.0,Paul T.,Alcaraz C.,34.0,4.0,1220.0,5035.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,4.5,1.2,4.49,1.25,4.57,1.24,4.27,1.22,6-7 7-6 6-3
49,Montreal,Canadian Open,2022-08-10,Masters 1000,Outdoor,Hard,1st Round,3.0,Ramos-Vinolas A.,Goffin D.,43.0,61.0,1005.0,745.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.18,1.41,3.2,1.41,3.04,1.38,7-6 6-2
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,2nd Round,3.0,Evans D.,Rublev A.,39.0,8.0,1170.0,3710.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.4,1.37,3.76,1.39,3.17,1.35,6-4 6-4
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Nishioka Y.,9.0,54.0,3490.0,852.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.42,1.37,3.53,1.33,3.34,7-6 6-4
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,2nd Round,3.0,Draper J.,Tsitsipas S.,82.0,5.0,639.0,5000.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.75,1.28,4.03,1.29,4.03,1.33,3.6,1.29,7-5 7-6
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3.0,Ruud C.,Bautista Agut R.,7.0,18.0,4685.0,1850.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.78,2.16,1.87,2.16,1.76,2.07,6-7 7-6 6-4
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3.0,Hurkacz H.,Ramos-Vinolas A.,10.0,43.0,3015.0,1005.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.16,5.0,1.18,5.69,1.2,5.8,1.17,5.01,6-7 6-2 7-6
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3.0,Auger-Aliassime F.,Norrie C.,9.0,11.0,3490.0,2985.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.83,2.1,1.83,2.11,1.78,2.04,6-3 6-4
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3.0,Evans D.,Fritz T.,39.0,13.0,1170.0,2860.0,7.0,6.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.75,1.44,2.87,1.48,2.96,1.5,2.74,1.45,7-6 1-6 7-5
49,Montreal,Canadian Open,2022-08-11,Masters 1000,Outdoor,Hard,3rd Round,3.0,Kyrgios N.,De Minaur A.,37.0,21.0,1205.0,1585.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.06,1.44,3.43,1.4,2.93,6-2 6-3
49,Montreal,Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Evans D.,Paul T.,39.0,34.0,1170.0,1220.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.57,2.32,1.68,2.49,1.68,2.34,1.6,1-6 6-3 6-4
49,Montreal,Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Ruud C.,Auger-Aliassime F.,7.0,9.0,4685.0,3490.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.51,1.6,2.6,1.6,2.48,1.54,6-1 6-2
49,Montreal,Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Hurkacz H.,Kyrgios N.,10.0,37.0,3015.0,1205.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,3.5,1.3,3.23,1.39,3.6,1.39,3.27,1.34,7-6 6-7 6-1
49,Montreal,Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,3rd Round,3.0,Carreno Busta P.,Sinner J.,23.0,12.0,1555.0,2895.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.59,1.56,2.75,1.58,2.55,1.52,6-2 6-4
49,Montreal,Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,3rd Round,3.0,Paul T.,Cilic M.,34.0,16.0,1220.0,2085.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.26,1.72,2.28,1.74,2.17,1.69,6-4 6-2
49,Montreal,Canadian Open,2022-08-12,Masters 1000,Outdoor,Hard,3rd Round,3.0,Draper J.,Monfils G.,82.0,20.0,639.0,1615.0,6.0,2.0,0.0,2.0,,,,,,,1.0,0.0,Retired,2.1,1.72,2.25,1.72,2.25,1.8,2.14,1.71,6-2 0-2
49,Montreal,Canadian Open,2022-08-13,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Carreno Busta P.,Draper J.,23.0,82.0,1555.0,639.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.18,1.44,3.24,1.4,2.99,7-6 6-1
49,Montreal,Canadian Open,2022-08-13,Masters 1000,Outdoor,Hard,Semifinals,3.0,Hurkacz H.,Ruud C.,10.0,7.0,3015.0,4685.0,5.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.9,1.9,2.03,1.88,2.05,2.0,1.93,1.89,5-7 6-3 6-2
49,Montreal,Canadian Open,2022-08-14,Masters 1000,Outdoor,Hard,Semifinals,3.0,Carreno Busta P.,Evans D.,23.0,39.0,1555.0,1170.0,7.0,5.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.77,1.51,2.95,1.47,2.71,7-5 6-7 6-2
49,Montreal,Canadian Open,2022-08-14,Masters 1000,Outdoor,Hard,The Final,3.0,Carreno Busta P.,Hurkacz H.,23.0,10.0,1555.0,3015.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.57,2.27,1.71,2.46,1.71,2.3,1.63,3-6 6-3 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-14,Masters 1000,Outdoor,Hard,1st Round,3.0,Van De Zandschulp B.,Cressy M.,24.0,32.0,1478.0,1304.0,6.0,2.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.99,1.92,2.0,2.12,1.84,1.95,6-2 4-6 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Giron M.,Goffin D.,54.0,62.0,836.0,745.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.13,1.81,2.3,1.81,2.13,1.7,6-3 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Cilic M.,Munar J.,17.0,57.0,2130.0,809.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.42,3.13,1.42,3.26,1.38,3.0,6-3 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Murray A.,Wawrinka S.,47.0,306.0,930.0,155.0,7.0,6.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.5,2.62,1.52,2.72,1.57,2.84,1.48,2.63,7-6 5-7 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Norrie C.,Rune H.,11.0,29.0,3065.0,1380.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.2,1.29,4.45,1.24,3.94,7-6 4-6 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Isner J.,Bonzi B.,50.0,48.0,880.0,921.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.3,1.67,2.35,1.67,2.36,1.61,2.28,7-6 3-6 7-6
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Bautista Agut R.,Cerundolo F.,19.0,27.0,1760.0,1402.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.36,1.4,3.38,1.35,3.13,6-7 6-4 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Karatsev A.,Nakashima B.,38.0,66.0,1175.0,709.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.99,1.45,2.99,1.46,2.78,1.43,7-5 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Schwartzman D.,Molcan A.,16.0,39.0,2200.0,1086.0,5.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.66,2.2,1.67,2.34,1.75,2.34,1.67,2.18,5-7 6-4 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Basilashvili N.,72.0,34.0,666.0,1290.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.42,3.13,1.42,3.25,1.37,3.04,6-0 6-1
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3.0,Ruusuvuori E.,Wolf J.J.,44.0,83.0,1001.0,617.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.6,2.51,1.6,2.6,1.54,2.46,7-6 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Fognini F.,Ramos-Vinolas A.,61.0,40.0,756.0,1085.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,1.98,1.93,2.12,1.93,1.99,1.81,6-2 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Shelton B.,Sonego L.,229.0,56.0,221.0,810.0,7.0,6.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.37,1.57,2.34,1.67,2.43,1.67,2.3,1.61,7-6 3-6 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Fritz T.,Baez S.,13.0,35.0,2930.0,1253.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.17,5.86,1.22,5.86,1.16,5.06,6-1 6-1
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Kyrgios N.,Davidovich Fokina A.,28.0,37.0,1385.0,1210.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.25,4.4,1.27,4.6,1.22,4.22,7-5 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Kecmanovic M.,Carreno Busta P.,36.0,14.0,1210.0,2545.0,1.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.72,2.23,1.74,2.23,1.75,2.13,1.71,1-6 7-5 7-6
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,De Minaur A.,Laaksonen H.,20.0,102.0,1665.0,514.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.11,7.94,1.13,9.0,1.09,7.47,6-2 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Sinner J.,Kokkinakis T.,12.0,75.0,2975.0,662.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.2,4.5,1.23,4.8,1.23,5.16,1.2,4.49,6-7 6-4 7-6
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Coric B.,Musetti L.,152.0,33.0,360.0,1297.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.5,1.6,2.55,1.63,2.39,1.57,7-6 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Shapovalov D.,Dimitrov G.,21.0,18.0,1560.0,1810.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.2,1.76,2.2,1.8,2.08,1.74,7-6 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Tiafoe F.,Berrettini M.,25.0,15.0,1445.0,2440.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.57,2.46,1.62,2.58,1.62,2.4,1.56,7-6 4-6 7-6
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Korda S.,Khachanov K.,52.0,30.0,860.0,1350.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.76,2.19,1.82,2.31,1.72,2.1,6-3 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-16,Masters 1000,Outdoor,Hard,1st Round,3.0,Paul T.,Brooksby J.,31.0,43.0,1330.0,1017.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.74,2.23,1.75,2.25,1.71,2.13,6-3 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Bautista Agut R.,Giron M.,19.0,54.0,1760.0,836.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,3.38,1.45,3.45,1.35,3.14,6-3 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Sinner J.,Kecmanovic M.,12.0,36.0,2975.0,1210.0,7.0,5.0,3.0,1.0,,,,,,,1.0,0.0,Retired,1.36,3.2,1.39,3.28,1.41,3.28,1.36,3.1,7-5 3-1
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Isner J.,Hurkacz H.,50.0,10.0,880.0,3435.0,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.62,1.5,2.75,1.51,2.88,1.51,2.73,1.45,7-6 6-7 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Fritz T.,Kyrgios N.,13.0,28.0,2930.0,1385.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.12,1.81,2.25,1.81,2.09,1.74,6-3 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Tsitsipas S.,Krajinovic F.,7.0,46.0,4650.0,975.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.31,3.82,1.31,4.01,1.27,3.7,6-3 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Shelton B.,Ruud C.,229.0,5.0,221.0,4865.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.89,1.22,5.1,1.22,4.58,1.19,6-3 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Rublev A.,Fognini F.,8.0,61.0,3630.0,756.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.5,1.19,5.38,1.21,5.5,1.18,4.84,6-7 7-6 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Shapovalov D.,Paul T.,21.0,31.0,1560.0,1330.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.67,1.54,2.67,2.0,2.49,1.53,3-6 6-4 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Auger-Aliassime F.,De Minaur A.,9.0,20.0,3625.0,1665.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.75,2.2,1.78,2.26,1.71,2.13,6-3 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,1st Round,3.0,Krajinovic F.,Evans D.,46.0,23.0,975.0,1520.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.67,1.54,2.67,1.62,2.45,1.53,6-3 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Alcaraz C.,Mcdonald M.,4.0,72.0,5045.0,666.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.13,7.38,1.16,7.38,1.12,6.28,6-3 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Norrie C.,Murray A.,11.0,47.0,3065.0,930.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.35,3.57,1.4,3.57,1.33,3.26,3-6 6-3 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Medvedev D.,Van De Zandschulp B.,1.0,24.0,6885.0,1478.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,6.79,1.17,7.3,1.13,5.93,6-4 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Schwartzman D.,Karatsev A.,16.0,38.0,2200.0,1175.0,7.0,6.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.9,1.9,1.92,1.99,2.12,1.99,1.9,1.89,7-6 3-6 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-17,Masters 1000,Outdoor,Hard,2nd Round,3.0,Cilic M.,Ruusuvuori E.,17.0,44.0,2130.0,1001.0,6.0,4.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.57,2.37,1.61,2.49,1.63,2.59,1.55,2.4,6-4 6-7 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,2nd Round,3.0,Coric B.,Nadal R.,152.0,3.0,360.0,5620.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,5.5,1.14,5.19,1.2,5.55,1.2,4.93,1.17,7-6 4-6 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,2nd Round,3.0,Korda S.,Tiafoe F.,52.0,25.0,860.0,1445.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.22,1.74,2.22,1.8,2.11,1.73,4-6 6-1 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3.0,Fritz T.,Rublev A.,13.0,8.0,2930.0,3630.0,6.0,7.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.76,1.53,2.8,1.47,2.65,6-7 6-2 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3.0,Medvedev D.,Shapovalov D.,1.0,21.0,6885.0,1560.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.24,4.58,1.25,5.08,1.22,4.23,7-5 7-5
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3.0,Tsitsipas S.,Schwartzman D.,7.0,16.0,4650.0,2200.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.28,4.11,1.3,4.44,1.26,3.83,6-3 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3.0,Coric B.,Bautista Agut R.,152.0,19.0,360.0,1760.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.74,1.52,2.85,1.55,2.64,1.48,6-2 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-18,Masters 1000,Outdoor,Hard,3rd Round,3.0,Isner J.,Korda S.,50.0,52.0,880.0,860.0,7.0,6.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.57,2.75,1.51,2.75,1.62,2.51,1.52,7-6 1-6 7-6
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Tsitsipas S.,Isner J.,7.0,50.0,4650.0,880.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,1.32,3.77,1.36,3.77,1.31,3.43,7-6 5-7 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,3rd Round,3.0,Norrie C.,Shelton B.,11.0,229.0,3065.0,221.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,3.37,1.49,3.6,1.36,3.11,6-0 6-2
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Medvedev D.,Fritz T.,1.0,13.0,6885.0,2930.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.45,2.97,1.5,3.06,1.44,2.8,7-6 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,3rd Round,3.0,Auger-Aliassime F.,Sinner J.,9.0,12.0,3625.0,2975.0,2.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.8,1.9,2.01,2.02,2.1,1.91,1.89,2-6 7-6 6-1
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-19,Masters 1000,Outdoor,Hard,3rd Round,3.0,Alcaraz C.,Cilic M.,4.0,17.0,5045.0,2130.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.13,1.28,4.13,1.25,3.92,7-6 6-1
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-20,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Coric B.,Auger-Aliassime F.,152.0,9.0,360.0,3625.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.57,1.57,3.0,1.61,2.55,1.51,6-4 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-20,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Norrie C.,Alcaraz C.,11.0,4.0,3065.0,5045.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,3.69,1.33,3.74,1.35,3.48,1.3,7-6 6-7 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,Semifinals,3.0,Coric B.,Norrie C.,152.0,11.0,360.0,3065.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.35,1.67,2.36,1.77,2.22,1.66,6-3 6-4
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,Semifinals,3.0,Tsitsipas S.,Medvedev D.,7.0,1.0,4650.0,6885.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.33,3.49,1.36,3.6,1.38,3.26,1.34,7-6 3-6 6-3
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,The Final,3.0,Coric B.,Tsitsipas S.,152.0,7.0,360.0,4650.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.39,1.65,2.52,1.67,2.36,1.59,7-6 6-2
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-21,ATP250,Outdoor,Hard,1st Round,3.0,Gasquet R.,Majchrzak K.,91.0,90.0,583.0,592.0,6.0,7.0,6.0,2.0,1.0,0.0,,,,,1.0,1.0,Retired,1.36,3.2,1.42,3.09,1.5,3.45,1.37,3.05,6-7 6-2 1-0
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-21,ATP250,Outdoor,Hard,1st Round,3.0,Kwon S.W.,Altmaier D.,81.0,93.0,646.0,573.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.59,2.5,1.59,2.6,1.55,2.41,6-1 6-4
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-21,ATP250,Outdoor,Hard,1st Round,3.0,Monteiro T.,Kudla D.,67.0,97.0,721.0,555.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.04,1.85,2.12,1.85,2.02,1.77,7-6 7-5
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3.0,Mannarino A.,O Connell C.,65.0,121.0,741.0,460.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.9,1.9,1.88,2.01,1.93,2.18,1.84,1.94,7-6 6-7 7-6
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3.0,Johnson S.,Nava E.,115.0,200.0,478.0,253.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.56,2.57,1.57,2.7,1.51,2.53,6-3 6-2
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3.0,Tseng C.H.,Fucsovics M.,85.0,96.0,618.0,562.0,6.0,1.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,2.21,1.75,2.21,1.81,2.07,1.74,6-1 1-6 6-3
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-22,ATP250,Outdoor,Hard,1st Round,3.0,Ymer M.,Coria F.,74.0,78.0,680.0,665.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.17,5.81,1.22,5.92,1.17,5.05,6-2 6-3
