ATP,Location,Tournament,tourney_date,Series,Court,surface,Round,Best of,winner_name,loser_name,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Scores
14,Rio de Janeiro,Rio Open,2023-02-25,ATP500,Outdoor,Clay,Semifinals,3.0,Cameron Norrie,Bernabe Zapata Miralles,13.0,63.0,2615.0,786.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,1.45,2.99,1.46,3.04,1.42,2.84,6-2 3-6 7-6
14,Rio de Janeiro,Rio Open,2023-02-26,ATP500,Outdoor,Clay,The Final,3.0,Cameron Norrie,Carlos Alcaraz,13.0,2.0,2615.0,6480.0,5.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,4.33,1.22,4.81,1.23,4.9,1.24,4.47,1.21,5-7 6-4 7-5
13,Marseille,Open 13,2023-02-26,ATP250,Indoor,Hard,The Final,3.0,Hubert Hurkacz,Benjamin Bonzi,11.0,60.0,2995.0,794.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.81,1.54,3.1,1.48,2.65,6-3 7-6
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3.0,Yannick Hanfmann,Pedro Martinez,153.0,117.0,386.0,476.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.63,2.41,1.73,2.41,1.64,2.24,6-2 6-0
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3.0,Riccardo Bonadio,Daniel Elahi Galan,182.0,83.0,323.0,639.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.5,1.59,2.78,1.59,2.51,1.51,6-3 7-6
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3.0,Jaume Munar,Alejandro Tabilo,66.0,186.0,777.0,314.0,6.0,0.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.3,1.62,2.26,1.7,2.38,1.71,2.2,1.65,6-0 6-7 7-6
17,Santiago,Chile Open,2023-02-27,ATP250,Indoor,Clay,1st Round,3.0,Juan Manuel Cerundolo,Pedro Cachin,108.0,61.0,515.0,797.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.63,1.56,2.39,1.56,2.65,1.51,2.5,6-4 3-6 6-3
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Thanasi Kokkinakis,Quentin Halys,101.0,73.0,532.0,701.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.7,2.27,1.7,2.43,1.59,2.33,6-4 7-6
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Lorenzo Sonego,Marc Andrea Huesler,67.0,51.0,745.0,890.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.47,2.88,1.55,3.0,1.47,2.65,7-5 6-3
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Tallon Griekspoor,Constant Lestienne,39.0,56.0,989.0,821.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,1.37,3.33,1.37,3.6,1.33,3.29,6-4 3-6 6-2
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Alejandro Davidovich Fokina,Malek Jaziri,29.0,444.0,1345.0,95.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.02,21.0,1.02,26.68,1.02,28.11,1.01,16.76,6-2 6-0
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Pavel Kotov,Alexei Popyrin,138.0,98.0,419.0,556.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.38,1.57,2.57,1.56,2.72,1.65,2.46,1.54,6-3 5-7 7-6
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Andrey Rublev,Filip Krajinovic,6.0,70.0,3405.0,730.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.06,1.2,5.54,1.18,4.83,7-5 6-2
16,Dubai ,Dubai Tennis Championships,2023-02-27,ATP500,Outdoor,Hard,1st Round,3.0,Alexander Zverev,Jiri Lehecka,16.0,47.0,2320.0,932.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.81,2.11,1.92,2.14,1.8,2.0,4-6 6-3 6-4
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Laslo Djere,Joao Sousa,55.0,147.0,835.0,401.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.23,4.57,1.25,4.57,1.22,4.15,6-3 6-2
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Dusan Lajovic,Camilo Ugo Carabelli,75.0,122.0,693.0,456.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.37,1.4,3.45,1.35,3.13,6-1 6-3
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Christopher Oconnell,Emil Ruusuvuori,92.0,54.0,592.0,846.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.63,1.54,2.63,1.55,2.53,1.51,7-5 6-4
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Felix Auger Aliassime,Maxime Cressy,9.0,36.0,3245.0,1016.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.34,3.52,1.36,3.63,1.31,3.39,7-6 3-6 6-3
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Botic Van De Zandschulp,Karen Khachanov,33.0,14.0,1160.0,2470.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.13,1.41,3.6,1.44,3.01,1.38,7-5 6-2
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Borna Coric,Daniel Evans,20.0,28.0,1815.0,1380.0,2.0,2.0,,,,,,,,,0.0,0.0,Retired,1.53,2.5,1.56,2.58,1.58,2.58,1.54,2.45,2-2
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Mikael Ymer,Francesco Passaro,59.0,110.0,806.0,501.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.22,4.83,1.26,4.83,1.21,4.25,6-2 6-3
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Alexander Bublik,Alexandar Lazarov,46.0,301.0,935.0,170.0,6.0,1.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.2,4.5,1.25,4.34,1.28,4.65,1.22,4.17,6-1 1-0
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Daniil Medvedev,Matteo Arnaldi,7.0,111.0,3320.0,497.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.02,25.83,1.02,25.83,1.01,16.79,6-4 6-2
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Novak Djokovic,Tomas Machac,1.0,130.0,6980.0,435.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.05,11.0,1.04,15.85,1.06,16.05,1.04,11.28,6-3 3-6 7-6
16,Dubai ,Dubai Tennis Championships,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Hubert Hurkacz,Alexander Shevchenko,11.0,119.0,3065.0,463.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.1,7.0,1.1,8.9,1.1,10.8,1.09,7.38,3-6 6-3 7-6
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Thiago Monteiro,Ramos-Vinolas A.,84.0,50.0,631.0,890.0,7.0,5.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.25,1.71,2.25,1.74,2.18,1.66,7-5 4-6 7-5
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Daniel Etcheverry,Fabio Fognini,76.0,82.0,684.0,643.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.7,2.26,1.7,2.43,1.64,2.22,6-1 7-6
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Marco Cecchinato,Facundo Bagnis,91.0,94.0,592.0,570.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.67,2.24,1.71,2.27,1.73,2.17,1.67,6-2 3-6 7-6
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Nicolas Jarry,Juan Pablo Varillas,87.0,77.0,616.0,681.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.57,2.55,1.62,2.61,1.55,2.41,7-6 6-4
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Roberto Carballes Baena,Carlos Taberner,74.0,181.0,695.0,324.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired,1.36,3.2,1.41,3.12,1.42,3.25,1.38,2.97,6-1
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Tommy Paul,Emilio Gomez,23.0,90.0,1700.0,603.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.89,1.17,5.89,1.14,5.41,6-1 7-6
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Taro Daniel,J J Wolf,125.0,44.0,448.0,951.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.39,1.36,3.39,1.53,2.83,1.43,6-4 6-4
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Frances Tiafoe,Yoshihito Nishioka,15.0,34.0,2350.0,1142.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.52,2.71,1.55,2.71,1.5,2.57,7-6 6-4
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Felipe Lopez,Christopher Eubanks,1035.0,105.0,10.0,524.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,5.5,1.14,5.56,1.18,5.56,1.18,5.13,1.16,7-6 6-4
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Casper Ruud,Guido Andreozzi,4.0,342.0,5515.0,144.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.07,9.0,1.09,9.58,1.09,10.25,1.07,8.27,6-4 4-6 7-6
17,Santiago,Chile Open,2023-02-28,ATP250,Indoor,Clay,1st Round,3.0,Cristian Garin,Dominic Thiem,100.0,99.0,546.0,550.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.25,1.71,2.25,1.75,2.17,1.67,6-2 7-6
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Denis Shapovalov,Miomir Kecmanovic,30.0,31.0,1335.0,1290.0,6.0,7.0,6.0,0.0,7.0,5.0,,,,,2.0,1.0,Completed,1.67,2.2,1.7,2.27,1.74,2.33,1.65,2.21,6-7 6-0 7-5
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Taylor Fritz,John Isner,5.0,38.0,3660.0,995.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.29,3.75,1.29,3.97,1.33,4.01,1.27,3.7,3-6 6-3 6-4
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Michael Mmoh,Marcos Giron,86.0,69.0,624.0,731.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.4,1.63,2.55,1.63,2.4,1.56,7-6 6-1
15,Acapulco,Abierto Mexicano,2023-02-28,ATP500,Outdoor,Hard,1st Round,3.0,Holger Rune,Ben Shelton,10.0,41.0,3161.0,964.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.4,1.38,3.28,1.4,3.4,1.34,3.19,6-7 6-4 6-2
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Novak Djokovic,Tallon Griekspoor,1.0,39.0,6980.0,989.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.08,10.49,1.09,10.67,1.06,8.87,6-2 6-3
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Borna Coric,Thanasi Kokkinakis,20.0,101.0,1815.0,532.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.73,2.1,1.79,2.15,1.8,2.21,1.73,2.1,6-7 6-3 7-5
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Hubert Hurkacz,Pavel Kotov,11.0,138.0,3065.0,419.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.25,4.52,1.27,4.7,1.22,4.17,7-5 6-1
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Lorenzo Sonego,Felix Auger Aliassime,67.0,9.0,745.0,3245.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.6,1.34,4.0,1.34,3.63,1.28,7-6 6-4
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Botic Van De Zandschulp,Mikael Ymer,33.0,59.0,1160.0,806.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.89,2.02,1.89,2.1,1.82,1.97,3-6 6-3 6-3
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Andrey Rublev,Alejandro Davidovich Fokina,6.0,29.0,3405.0,1345.0,1.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.3,3.5,1.35,3.55,1.4,3.86,1.32,3.34,1-6 7-6 7-6
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Alexander Zverev,Christopher Oconnell,16.0,92.0,2320.0,592.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.29,4.04,1.3,4.07,1.26,3.79,7-5 6-4
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3.0,Yannick Hanfmann,Roberto Carballes Baena,153.0,74.0,386.0,695.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.57,2.58,1.58,2.58,1.54,2.46,7-6 6-2
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Nuno Borges,Nick Chappell,85.0,432.0,625.0,101.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.12,7.65,1.18,7.66,1.11,6.54,6-3 7-6
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Elias Ymer,Adrian Mannarino,170.0,64.0,340.0,791.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,,,3.0,1.42,2.83,1.41,5-7 6-3 6-4
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Bryce Nakashima,Daniel Altmaier,49.0,95.0,902.0,564.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.74,1.51,2.85,1.46,2.68,6-3 3-6 6-1
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Jacopo Berrettini,Oscar Otte,842.0,78.0,19.0,656.0,3.0,6.0,7.0,6.0,2.0,1.0,,,,,1.0,1.0,Retired,5.5,1.14,5.73,1.17,5.73,1.18,5.1,1.16,3-6 7-6 2-1
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Mackenzie Mcdonald,Luciano Darderi,62.0,184.0,795.0,321.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.64,1.25,5.64,1.18,4.88,6-0 6-2
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Alex De Minaur,Rodrigo Pacheco Mendez,22.0,1244.0,1710.0,5.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.02,35.33,1.03,35.33,1.01,16.91,6-1 6-2
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3.0,Nicolas Jarry,Diego Schwartzman,87.0,37.0,616.0,1010.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.28,1.4,3.5,1.35,3.17,6-4 4-6 7-6
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3.0,Thiago Monteiro,Marco Cecchinato,84.0,91.0,631.0,592.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.38,1.61,2.47,1.61,2.54,1.56,2.4,3-6 6-3 6-2
17,Santiago,Chile Open,2023-03-01,ATP250,Indoor,Clay,2nd Round,3.0,Jaume Munar,Lorenzo Musetti,66.0,18.0,777.0,1855.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.08,1.43,3.08,1.45,2.81,1.42,6-4 6-4
15,Acapulco,Abierto Mexicano,2023-03-01,ATP500,Outdoor,Hard,1st Round,3.0,Matteo Berrettini,Alex Molcan,24.0,57.0,1690.0,820.0,6.0,0.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.17,5.0,1.22,4.82,1.22,5.05,1.2,4.48,6-0 1-0
16,Dubai ,Dubai Tennis Championships,2023-03-01,ATP500,Outdoor,Hard,2nd Round,3.0,Daniil Medvedev,Alexander Bublik,7.0,46.0,3320.0,935.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.37,1.16,6.55,1.14,5.62,6-4 6-2
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3.0,Sebastian Baez,Cristian Garin,35.0,100.0,1045.0,546.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.65,2.4,1.67,2.5,1.61,2.31,6-4 6-3
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3.0,Daniel Etcheverry,Francisco Cerundolo,76.0,32.0,684.0,1275.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.28,1.71,2.3,1.71,2.24,1.63,6-3 3-6 6-3
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3.0,Laslo Djere,Riccardo Bonadio,55.0,182.0,835.0,323.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.7,1.19,6.38,1.16,5.06,7-5 7-5
17,Santiago,Chile Open,2023-03-02,ATP250,Indoor,Clay,2nd Round,3.0,Dusan Lajovic,Juan Manuel Cerundolo,75.0,108.0,693.0,515.0,6.0,2.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,1.58,2.55,1.59,2.72,1.52,2.49,6-2 2-6 7-6
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Matteo Berrettini,Elias Ymer,24.0,170.0,1690.0,340.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.09,9.37,1.1,9.5,1.07,8.08,6-3 6-3
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Mackenzie Mcdonald,Bryce Nakashima,62.0,49.0,795.0,902.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.9,2.01,1.91,2.05,1.86,1.93,6-2 6-0
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3.0,Daniil Medvedev,Borna Coric,7.0,20.0,3320.0,1815.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.37,1.23,5.37,1.19,4.65,6-3 6-2
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3.0,Novak Djokovic,Hubert Hurkacz,1.0,11.0,6980.0,3065.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.12,7.59,1.13,7.66,1.11,6.7,6-3 7-5
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3.0,Andrey Rublev,Botic Van De Zandschulp,6.0,33.0,3405.0,1160.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.38,3.31,1.46,3.31,1.39,2.97,6-3 7-6
16,Dubai ,Dubai Tennis Championships,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3.0,Alexander Zverev,Lorenzo Sonego,16.0,67.0,2320.0,745.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.51,2.76,1.51,3.0,1.44,2.76,7-5 6-4
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Frances Tiafoe,Felipe Lopez,15.0,1035.0,2350.0,10.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.09,9.56,1.13,10.0,1.07,8.3,6-2 7-6
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Taro Daniel,Casper Ruud,125.0,4.0,448.0,5515.0,7.0,5.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.3,3.52,1.35,3.75,1.35,3.39,1.31,7-5 2-6 7-6
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Tommy Paul,Michael Mmoh,23.0,86.0,1700.0,624.0,6.0,4.0,2.0,2.0,,,,,,,1.0,0.0,Retired,1.36,3.2,1.37,3.42,1.4,3.42,1.34,3.21,6-4 2-2
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Alex De Minaur,Jacopo Berrettini,22.0,842.0,1710.0,19.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.04,20.18,1.04,20.18,1.03,13.76,6-1 6-0
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Taylor Fritz,Denis Shapovalov,5.0,30.0,3660.0,1335.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.62,2.46,1.7,2.46,1.61,2.31,6-4 6-4
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,2nd Round,3.0,Holger Rune,Nuno Borges,10.0,85.0,3161.0,625.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,4.71,1.24,4.98,1.2,4.41,6-0 6-2
15,Acapulco,Abierto Mexicano,2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3.0,Tommy Paul,Mackenzie Mcdonald,23.0,62.0,1700.0,795.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.62,2.45,1.68,2.45,1.63,2.27,6-2 6-2
17,Santiago,Chile Open,2023-03-03,ATP250,Indoor,Clay,Quarterfinals,3.0,Jaume Munar,Thiago Monteiro,66.0,84.0,777.0,631.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.69,2.31,1.76,2.45,1.67,2.19,6-3 3-6 6-2
15,Acapulco,Abierto Mexicano,2023-03-03,ATP500,Outdoor,Hard,Quarterfinals,3.0,Taylor Fritz,Frances Tiafoe,5.0,15.0,3660.0,2350.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.56,2.54,1.56,2.75,1.49,2.59,6-3 6-4
17,Santiago,Chile Open,2023-03-03,ATP250,Indoor,Clay,Quarterfinals,3.0,Daniel Etcheverry,Dusan Lajovic,76.0,75.0,684.0,693.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.98,1.93,2.1,1.93,1.98,1.82,6-1 6-2
15,Acapulco,Abierto Mexicano,2023-03-03,ATP500,Outdoor,Hard,Quarterfinals,3.0,Holger Rune,Matteo Berrettini,10.0,24.0,3161.0,1690.0,6.0,0.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.8,2.0,1.86,2.06,1.87,2.08,1.8,1.99,6-0 1-0
16,Dubai ,Dubai Tennis Championships,2023-03-03,ATP500,Outdoor,Hard,Semifinals,3.0,Daniil Medvedev,Novak Djokovic,7.0,1.0,3320.0,6980.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.89,1.47,2.95,1.48,2.77,1.44,6-4 6-4
16,Dubai ,Dubai Tennis Championships,2023-03-03,ATP500,Outdoor,Hard,Semifinals,3.0,Andrey Rublev,Alexander Zverev,6.0,16.0,3405.0,2320.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.23,1.74,2.3,1.74,2.15,1.69,6-3 7-6
15,Acapulco,Abierto Mexicano,2023-03-03,ATP500,Outdoor,Hard,Quarterfinals,3.0,Alex De Minaur,Taro Daniel,22.0,125.0,1710.0,448.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.15,1.28,4.33,1.25,3.86,6-2 6-2
17,Santiago,Chile Open,2023-03-03,ATP250,Indoor,Clay,Quarterfinals,3.0,Sebastian Baez,Laslo Djere,35.0,55.0,1045.0,835.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.44,1.64,2.6,1.56,2.4,7-6 6-4
17,Santiago,Chile Open,2023-03-04,ATP250,Indoor,Clay,Quarterfinals,3.0,Nicolas Jarry,Yannick Hanfmann,87.0,153.0,616.0,386.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.6,2.52,1.63,2.52,1.57,2.37,3-6 6-3 6-4
