ATP,Location,Tournament,tourney_date,Series,Court,surface,Round,Best of,winner_name,loser_name,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Scores
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Mile Cilic,Cristian Garin,45.0,20.0,1373.0,2385.0,3.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.78,2.16,1.88,2.16,1.81,1.99,3-6 7-5 7-6
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Stefanos Tsitsipas,Damir Dzumhur,5.0,126.0,6950.0,599.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,8.81,1.11,9.0,1.09,7.61,6-1 6-4
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Lorenzo Musetti,Benoit Paire,94.0,33.0,823.0,1773.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.18,5.62,1.22,5.75,1.18,4.84,6-3 6-3
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Hubert Hurkacz,Denis Kudla,37.0,123.0,1645.0,608.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.15,1.47,3.15,1.41,2.9,7-6 6-4
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Milos Raonic,John Thompson,19.0,60.0,2450.0,1104.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.23,4.73,1.24,5.16,1.19,4.64,6-2 6-1
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Kei Nishikori,Andraz Bedene,39.0,59.0,1513.0,1110.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.37,3.39,1.41,3.4,1.36,3.14,7-6 5-7 6-4
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Lorenzo Sonego,Bjorn Fratangelo,34.0,233.0,1668.0,277.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.6,2.51,1.66,2.55,1.56,2.42,6-4 7-6
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,John Isner,Mackenzie Mcdonald,28.0,120.0,1850.0,633.0,2.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2.1,1.72,2.06,1.85,2.14,1.87,2.04,1.78,2-6 6-3 7-5
16,Miami,Miami Open,2021-03-27,Masters 1000,Outdoor,Hard,2nd Round,3.0,Daniel Elahi Galan,Alex De Minaur,113.0,23.0,702.0,2190.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,6.0,1.12,7.09,1.13,7.25,1.14,6.38,1.12,4-6 6-3 6-4
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Daniil Medvedev,Alexei Popyrin,2.0,86.0,9940.0,873.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.11,6.5,1.11,8.27,1.12,8.5,1.1,7.1,7-6 6-7 6-4
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Jannik Sinner,Karen Khachanov,31.0,22.0,1789.0,2200.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.37,1.66,2.36,1.71,2.47,1.63,2.29,4-6 7-6 6-4
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,John Isner,Felix Auger Aliassime,28.0,18.0,1850.0,2561.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.95,1.46,3.06,1.49,2.89,1.41,7-6 7-6
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Emil Ruusuvuori,Mikael Ymer,83.0,95.0,881.0,820.0,4.0,6.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,Completed,1.5,2.62,1.51,2.78,1.57,2.78,1.49,2.62,4-6 6-1 7-5
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,2nd Round,3.0,Diego Schwartzman,Yasutaka Uchiyama,9.0,110.0,3640.0,716.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.11,8.09,1.18,9.0,1.12,6.49,6-3 6-3
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,2nd Round,3.0,Sebastian Korda,Fabio Fognini,87.0,17.0,865.0,2570.0,1.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.5,1.58,2.55,1.59,2.6,1.53,2.5,1-6 6-4 6-2
16,Miami,Miami Open,2021-03-28,Masters 1000,Outdoor,Hard,3rd Round,3.0,Roberto Bautista Agut,Jan Lennard Struff,12.0,42.0,2910.0,1450.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.28,3.75,1.3,3.92,1.31,4.2,1.27,3.75,4-6 6-3 6-2
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Taylor Fritz,Cameron Norrie,32.0,56.0,1775.0,1140.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.61,2.3,1.78,2.17,1.78,2.37,1.69,2.16,6-4 3-6 6-1
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Alexander Bublik,James Duckworth,44.0,104.0,1385.0,771.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,3.02,1.48,3.07,1.42,2.87,6-4 6-4
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Frances Tiafoe,Dusan Lajovic,58.0,26.0,1120.0,1895.0,1.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.55,2.65,2.1,2.72,1.59,2.42,1-6 7-5 6-3
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Milos Raonic,Ugo Humbert,19.0,30.0,2450.0,1790.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.52,2.73,1.56,2.8,1.49,2.63,6-4 7-5
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Mile Cilic,Lorenzo Musetti,45.0,94.0,1373.0,823.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.11,1.81,2.43,1.81,2.18,1.68,6-3 6-4
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Hubert Hurkacz,Denis Shapovalov,37.0,11.0,1645.0,3000.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.06,1.43,3.06,1.49,2.76,1.45,6-3 7-6
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Andrey Rublev,Marton Fucsovics,8.0,40.0,5101.0,1462.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.54,1.2,6.0,1.16,5.26,6-2 6-1
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Diego Schwartzman,Adrian Mannarino,9.0,36.0,3640.0,1661.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.33,3.65,1.35,3.76,1.31,3.46,6-1 6-4
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Sebastian Korda,Aslan Karatsev,87.0,27.0,865.0,1888.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,3.0,1.4,2.8,1.5,3.11,1.5,2.88,1.42,6-3 6-0
16,Miami,Miami Open,2021-03-29,Masters 1000,Outdoor,Hard,3rd Round,3.0,Lorenzo Sonego,Daniel Elahi Galan,34.0,113.0,1668.0,702.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.39,3.28,1.41,3.46,1.35,3.2,7-6 6-3
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Daniil Medvedev,Frances Tiafoe,2.0,58.0,9940.0,1120.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.2,1.18,6.5,1.15,5.49,6-4 6-3
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Sebastian Korda,Diego Schwartzman,87.0,9.0,865.0,3640.0,6.0,3.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.37,1.57,2.45,1.63,2.45,1.8,2.3,1.62,6-3 4-6 7-5
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Hubert Hurkacz,Milos Raonic,37.0,19.0,1645.0,2450.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,3.2,1.36,3.0,1.45,3.25,1.45,2.99,1.39,4-6 6-3 7-6
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Jannik Sinner,Emil Ruusuvuori,31.0,83.0,1789.0,881.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.8,1.5,3.3,1.43,2.82,6-3 6-2
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Alexander Bublik,Taylor Fritz,44.0,32.0,1385.0,1775.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.61,2.33,1.68,2.4,1.7,2.28,1.63,6-7 6-3 6-4
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,4th Round,3.0,Roberto Bautista Agut,John Isner,12.0,28.0,2910.0,1850.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,1.56,2.6,1.62,2.75,1.53,2.49,6-3 4-6 7-6
16,Miami,Miami Open,2021-03-30,Masters 1000,Outdoor,Hard,3rd Round,3.0,Stefanos Tsitsipas,Kei Nishikori,5.0,39.0,6950.0,1513.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.2,4.5,1.26,4.35,1.28,4.55,1.23,4.12,6-3 3-6 6-1
16,Miami,Miami Open,2021-03-31,Masters 1000,Outdoor,Hard,4th Round,3.0,Andrey Rublev,Mile Cilic,8.0,45.0,5101.0,1373.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.1,8.59,1.11,8.75,1.09,7.24,6-4 6-4
16,Miami,Miami Open,2021-03-31,Masters 1000,Outdoor,Hard,4th Round,3.0,Stefanos Tsitsipas,Lorenzo Sonego,5.0,34.0,6950.0,1668.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.15,6.38,1.15,6.6,1.13,5.86,6-2 7-6
16,Miami,Miami Open,2021-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Jannik Sinner,Alexander Bublik,31.0,44.0,1789.0,1385.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.33,3.64,1.37,3.7,1.33,3.33,7-6 6-4
16,Miami,Miami Open,2021-04-01,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Roberto Bautista Agut,Daniil Medvedev,12.0,2.0,2910.0,9940.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.81,1.31,4.0,1.33,3.6,1.29,6-4 6-2
16,Miami,Miami Open,2021-04-01,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Hubert Hurkacz,Stefanos Tsitsipas,37.0,5.0,1645.0,6950.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,4.5,1.2,4.74,1.23,4.89,1.24,4.43,1.21,2-6 6-3 6-4
16,Miami,Miami Open,2021-04-02,Masters 1000,Outdoor,Hard,Quarterfinals,3.0,Andrey Rublev,Sebastian Korda,8.0,87.0,5101.0,865.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,5.09,1.22,5.25,1.19,4.65,7-5 7-6
16,Miami,Miami Open,2021-04-02,Masters 1000,Outdoor,Hard,Semifinals,3.0,Jannik Sinner,Roberto Bautista Agut,31.0,12.0,1789.0,2910.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.09,1.83,2.28,1.87,2.06,1.77,5-7 6-4 6-4
16,Miami,Miami Open,2021-04-03,Masters 1000,Outdoor,Hard,Semifinals,3.0,Hubert Hurkacz,Andrey Rublev,37.0,8.0,1645.0,5101.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.33,1.22,4.45,1.25,4.65,1.26,4.2,1.22,6-3 6-4
16,Miami,Miami Open,2021-04-04,Masters 1000,Outdoor,Hard,The Final,3.0,Hubert Hurkacz,Jannik Sinner,37.0,31.0,1645.0,1789.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.36,1.66,2.55,1.7,2.38,1.59,7-6 6-4
18,Marbella,AnyTech365 Andalucia Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Norbert Gombos,Juan Ignacio Londero,99.0,94.0,792.0,832.0,6.0,7.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.72,2.25,1.71,2.25,1.83,2.12,1.72,6-7 6-1 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Federico Delbonis,Roberto Carballes Baena,85.0,98.0,884.0,801.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.53,2.67,1.68,2.75,1.61,2.31,7-5 6-1
17,Cagliari,Sardegna Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Andraz Bedene,Giulio Zeppieri,58.0,313.0,1125.0,162.0,1.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.3,3.5,1.33,3.59,1.35,3.75,1.3,3.49,1-6 7-5 7-6
17,Cagliari,Sardegna Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Egor Gerasimov,Guido Pella,80.0,48.0,936.0,1298.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.44,1.61,2.56,1.61,2.44,1.55,6-4 6-0
17,Cagliari,Sardegna Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Laslo Djere,Federico Gaio,57.0,137.0,1133.0,534.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.31,3.74,1.32,4.15,1.28,3.67,6-4 6-2
18,Marbella,AnyTech365 Andalucia Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Soon Woo Kwon,Holger Rune,81.0,321.0,910.0,159.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.4,1.33,2.8,1.49,3.55,1.55,3.01,1.39,6-3 3-6 7-6
17,Cagliari,Sardegna Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Yannick Hanfmann,Tommy Paul,105.0,53.0,767.0,1155.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.9,1.9,1.94,1.94,2.05,2.05,1.87,1.93,7-6 5-7 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-05,ATP250,Outdoor,Hard,1st Round,3.0,Ricardas Berankis,Lucas Pouille,88.0,84.0,871.0,894.0,6.0,4.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,2.62,1.5,2.55,1.57,2.65,1.57,2.54,1.51,6-4 6-7 7-5
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Alejandro Davidovich Fokina,Damir Dzumhur,56.0,126.0,1135.0,607.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.28,3.75,1.32,3.66,1.33,3.8,1.3,3.51,6-7 6-2 6-2
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Jaume Munar,Henri Laaksonen,95.0,135.0,815.0,548.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.33,3.57,1.35,4.0,1.29,3.61,6-4 6-1
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Felipe Lopez,Taro Daniel,64.0,117.0,1042.0,652.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.16,1.76,2.4,1.76,2.17,1.69,6-4 6-4
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Facundo Bagnis,Francisco Cerundolo,104.0,114.0,768.0,686.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.72,1.97,1.92,2.12,1.95,2.0,1.81,6-3 7-6
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Ilya Ivashka,Pedro Martinez,115.0,100.0,673.0,787.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.58,1.56,2.8,1.56,2.58,1.5,6-3 7-6
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Carlos Alcaraz,Nikola Milojevic,133.0,129.0,560.0,582.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.47,2.88,1.47,3.1,1.42,2.86,7-6 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Gianluca Mager,Mikhail Kukushkin,91.0,102.0,843.0,784.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.14,1.43,3.45,1.37,3.08,7-5 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Mario Vilella Martinez,Bernabe Zapata Miralles,188.0,146.0,375.0,512.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.61,1.55,2.73,1.63,2.44,1.55,6-2 6-3
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Jan Lennard Struff,Joao Sousa,41.0,107.0,1485.0,757.0,1.0,6.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,Completed,1.25,4.0,1.25,4.36,1.27,4.5,1.24,4.03,1-6 6-1 7-5
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,John Millman,Federico Coria,44.0,86.0,1436.0,878.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.46,1.61,2.7,1.63,2.46,1.55,7-6 3-6 6-3
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Liam Broady,Marc Andrea Huesler,152.0,151.0,476.0,491.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.27,1.7,2.35,1.83,2.13,1.72,6-1 6-3
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Lorenzo Musetti,Dennis Novak,90.0,101.0,861.0,785.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.36,1.26,4.5,1.23,4.15,6-0 6-1
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Jozef Kovalik,Sumit Nagal,128.0,136.0,583.0,542.0,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,2.62,1.5,2.67,1.53,2.77,1.57,2.54,1.51,3-6 6-1 6-3
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Marco Cecchinato,Thomas Fabbiano,93.0,172.0,834.0,416.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.1,1.29,4.33,1.24,4.01,6-4 4-6 6-3
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Andres Martin,Jiri Vesely,106.0,72.0,763.0,993.0,6.0,4.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.62,1.5,2.5,1.59,2.77,1.62,2.47,1.55,6-4 2-6 6-1
17,Cagliari,Sardegna Open,2021-04-06,ATP250,Outdoor,Hard,1st Round,3.0,Germain Simon,Stefano Travaglia,63.0,69.0,1047.0,1024.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.4,1.33,3.16,1.4,3.47,1.42,3.18,1.35,1-6 6-3 6-4
17,Cagliari,Sardegna Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Nikoloz Basilashvili,Jozef Kovalik,37.0,128.0,1600.0,583.0,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.8,2.0,1.76,2.19,1.87,2.22,1.75,2.07,4-6 6-4 7-5
18,Marbella,AnyTech365 Andalucia Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Pablo Carreno Busta,Mario Vilella Martinez,15.0,188.0,2630.0,375.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.17,1.48,3.17,1.42,2.89,7-6 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Ramos-Vinolas A.,Ricardas Berankis,47.0,88.0,1360.0,871.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.34,3.61,1.35,4.0,1.3,3.53,6-3 4-6 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Soon Woo Kwon,Facundo Bagnis,81.0,104.0,910.0,768.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.3,1.39,3.5,1.39,3.25,1.34,6-1 6-3
18,Marbella,AnyTech365 Andalucia Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Norbert Gombos,Federico Delbonis,99.0,85.0,792.0,884.0,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.4,1.33,3.06,1.43,3.47,1.44,3.02,1.38,5-7 7-6 7-6
17,Cagliari,Sardegna Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Taylor Fritz,Andres Martin,30.0,106.0,1855.0,763.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.61,2.49,1.66,2.55,1.58,2.37,6-2 7-6
17,Cagliari,Sardegna Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Andraz Bedene,Egor Gerasimov,58.0,80.0,1125.0,936.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.79,2.15,2.07,2.2,1.77,2.06,6-4 7-6
17,Cagliari,Sardegna Open,2021-04-07,ATP250,Outdoor,Hard,2nd Round,3.0,Jan Lennard Struff,Liam Broady,41.0,152.0,1485.0,476.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.65,2.38,1.69,2.63,1.58,2.37,6-4 6-2
17,Cagliari,Sardegna Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Yannick Hanfmann,Marco Cecchinato,105.0,93.0,767.0,834.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.03,1.95,2.07,1.81,1.99,7-5 6-1
18,Marbella,AnyTech365 Andalucia Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Carlos Alcaraz,Felipe Lopez,133.0,64.0,560.0,1042.0,4.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.33,3.69,1.4,3.7,1.33,3.32,4-6 6-2 6-4
18,Marbella,AnyTech365 Andalucia Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Casper Ruud,Gianluca Mager,26.0,91.0,1973.0,843.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.54,2.66,1.62,2.7,1.52,2.51,6-3 6-2
18,Marbella,AnyTech365 Andalucia Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Jaume Munar,Fabio Fognini,95.0,18.0,815.0,2548.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.8,2.13,1.91,2.36,1.72,2.12,6-2 6-1
18,Marbella,AnyTech365 Andalucia Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Ilya Ivashka,Alejandro Davidovich Fokina,115.0,56.0,673.0,1135.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.22,1.27,4.38,1.27,3.95,1.25,6-1 6-3
17,Cagliari,Sardegna Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Laslo Djere,John Millman,57.0,44.0,1133.0,1436.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.31,3.87,1.37,3.87,1.31,3.43,6-3 6-3
17,Cagliari,Sardegna Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Lorenzo Sonego,Germain Simon,34.0,63.0,1717.0,1047.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.35,3.53,1.4,3.53,1.35,3.19,6-4 6-1
17,Cagliari,Sardegna Open,2021-04-08,ATP250,Outdoor,Hard,2nd Round,3.0,Lorenzo Musetti,Daniel Evans,90.0,32.0,861.0,1825.0,6.0,1.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.3,3.5,1.28,4.14,1.37,4.25,1.27,3.72,6-1 1-6 7-6
18,Marbella,AnyTech365 Andalucia Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Carlos Alcaraz,Casper Ruud,133.0,26.0,560.0,1973.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.93,1.47,3.0,1.49,2.82,1.43,6-2 6-4
18,Marbella,AnyTech365 Andalucia Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Pablo Carreno Busta,Soon Woo Kwon,15.0,81.0,2630.0,910.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.34,1.26,4.59,1.22,4.24,6-4 6-0
